9311.3664742,7446.96129129,3229.46305958
30956.8524091,24484.2316242,10331.3440853
97465.8311812,76381.9460488,32808.8574375
307963.320776,241145.835669,103585.707953
972514.127136,761491.668265,327086.578833
3070447.64826,2404054.83581,1032742.44067
9694190.37242,7590142.99354,3260620.86255
30606973.1643,23963950.6325,10294586.248
96633638.3009,75659961.1282,32502515.4099
305095824.609,238876813.224,102618320.154
